rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,doi:10.21203/rs.3.rs-9082476/v1,Systematic evaluation of single-cell foundation model interpretability reveals attention captures co-expression rather than unique regulatory signal,,,https://doi.org/10.21203/rs.3.rs-9082476/v1,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
2,arxiv:2604.07430v1,HY-Embodied-0.5: Embodied Foundation Models for Real-World Agents,2026,arXiv,http://arxiv.org/abs/2604.07430v1,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.1145/3717059,"Embodied Intelligence: A Synergy of Morphology, Action, Perception and Learning",2025,ACM Computing Surveys,https://doi.org/10.1145/3717059,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
4,arxiv:2512.00797v1,Transforming Monolithic Foundation Models into Embodied Multi-Agent Architectures for Human-Robot Collaboration,2025,arXiv,http://arxiv.org/abs/2512.00797v1,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
5,doi:10.48550/arxiv.2407.06886,Aligning Cyber Space with Physical World: A Comprehensive Survey on Embodied AI,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2407.06886,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.3390/electronics15030689,Embodied Visual Perception for Driver Fatigue Monitoring Systems: A Hierarchical Decoupling Framework for Robust Fatigue Detection and Scenario Understanding,2026,Electronics,https://doi.org/10.3390/electronics15030689,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.66967/jaics.2026.v2i103,Multimodal AI: PaLM-E’s Role in Vision–Language–Robotics & the Future of Efficient Fine-Tuning,2026,Journal of Artificial Intelligence & Control Systems,https://doi.org/10.66967/jaics.2026.v2i103,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.24963/ijcai.2025/1168,A Comprehensive Survey on Physical Risk Control in the Era of Foundation Model-enabled Robotics,2025,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence,https://doi.org/10.24963/ijcai.2025/1168,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
9,arxiv:2604.03956v2,VLA-Forget: Vision-Language-Action Unlearning for Embodied Foundation Models,2026,arXiv,http://arxiv.org/abs/2604.03956v2,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
10,arxiv:2407.06886v8,Aligning Cyber Space with Physical World: A Comprehensive Survey on Embodied AI,2024,arXiv,http://arxiv.org/abs/2407.06886v8,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
11,doi:10.3390/robotics15030055,Embodied AI with Foundation Models for Mobile Service Robots: A Systematic Review,2025,arXiv,http://arxiv.org/abs/2505.20503v2,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
12,arxiv:2605.27582v1,Uni-LaViRA: Language-Vision-Robot Actions Translation for Unified Embodied Navigation,2026,arXiv,http://arxiv.org/abs/2605.27582v1,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.24963/ijcai.2024/1168,A Comprehensive Survey on Physical Risk Control in the Era of Foundation Model-enabled Robotics,2024,Proceedings of the Thirty-ThirdInternational Joint Conference on Artificial Intelligence,https://doi.org/10.24963/ijcai.2024/1168,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.1163/22134468-bja10127,Meditation-Like States of Attention and Time Perception: Longer Productions in Deeper and More Embodied States,2025,Timing & Time Perception,https://doi.org/10.1163/22134468-bja10127,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
15,arxiv:2606.11324v1,Embodied-R1.5: Evolving Physical Intelligence via Embodied Foundation Models,2026,arXiv,http://arxiv.org/abs/2606.11324v1,Addresses robot foundation model efficiency or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied attention budgeting keeps action-critical alternatives explicit until a physical observation collapses them.
